"label","abbpop","Year","date","sex","svl","tot","mass","headlength","headwidth","GreenResolved","reg","reglength","blackness","BlueResolved","relhl"
"NO19","NO",2013,2013-03-31,"F",51,140,2.95,11.09,5.68,2,0,NA,0.1209,0,0.217450980392157
"NO20","NO",2013,2013-03-31,"M",62,169,6.54,15.61,8.14,8,1,52,0.6323,NA,0.251774193548387
"NO21","NO",2013,2013-03-31,"F",56,127,3.37,12.51,6.07,7,1,61,0.2656,NA,0.223392857142857
"NO23","NO",2013,2013-03-31,"M",67,174,6.6,17.18,8.2,8,1,94,0.3012,NA,0.256417910447761
"NO24","NO",2013,2013-03-31,"M",64,195,7.02,16.35,8.15,9,0,NA,0.5222,NA,0.25546875
"NO25","NO",2013,2013-03-31,"F",62,173,5.13,13.53,6.78,3,0,NA,0.1134,NA,0.218225806451613
"NO26","NO",2013,2013-03-31,"M",68,207,7.42,16.95,8.41,9,0,NA,0.4187,NA,0.249264705882353
"NO27","NO",2013,2013-03-31,"M",66,160,6.31,16.72,8.3,7,1,63,0.4667,NA,0.253333333333333
"NO28","NO",2013,2013-03-31,"F",59,135,4,13.44,5.86,6,1,57,0.1547,NA,0.227796610169492
"NR01","NR",2019,2019-04-09,"M",53,167,4.99,14.33,7.45,4,1,107,0.488247422680412,NA,0.270377358490566
"NR02","NR",2019,2019-04-09,"M",63,152,5.5,16.19,8.08,8,1,68,0.474327085369104,NA,0.256984126984127
"NR03","NR",2019,2019-04-09,"M",54,157,3.78,13.85,6.56,4,1,36,0.472797268831263,NA,0.256481481481481
"NR04","NR",2019,2019-04-15,"M",60,183,5.39,15.02,7.94,3,0,NA,NA,NA,0.250333333333333
"NR05","NR",2019,2019-04-15,"M",53,159,3.72,14.02,6.28,6,0,NA,NA,NA,0.264528301886792
"NR06","NR",2019,2019-04-15,"M",69,179,8.24,18.58,9.89,4,1,83,NA,NA,0.269275362318841
"NR07","NR",2019,2019-04-15,"M",50,161,3.29,12.59,6.64,5,0,NA,NA,NA,0.2518
"NR08","NR",2019,2019-04-15,"F",60,169,5,12.98,7.1,2,0,NA,NA,NA,0.216333333333333
"NR09","NR",2019,2019-04-15,"M",52,131,3.53,12.98,7.27,2,1,4,NA,NA,0.249615384615385
"NR10","NR",2019,2019-04-15,"F",58,87,4.58,13.09,7.09,2,1,4,NA,NA,0.225689655172414
"NR11","NR",2019,2019-04-15,"M",60,123,4.62,15.67,7.58,8,1,0,NA,NA,0.261166666666667
"NR12","NR",2019,2019-04-15,"M",69,215,7.3,18.48,8.9,6,1,33,NA,NA,0.267826086956522
"NR13","NR",2019,2019-04-15,"M",73,220,10.18,19.03,10.04,9,1,27,NA,NA,0.260684931506849
"NR14","NR",2019,2019-04-15,"F",63,183,5.56,13.78,7.41,5,0,NA,NA,NA,0.218730158730159
"NR15","NR",2019,2019-04-15,"M",67,207,7.38,17.6,8.59,7,0,NA,NA,NA,0.262686567164179
"NR16","NR",2019,2019-04-15,"F",54,152,3.6,12.3,6.2,3,0,NA,NA,NA,0.227777777777778
"NR17","NR",2019,2019-04-15,"M",67,216,8.5,18.19,9.23,8,1,42,NA,NA,0.271492537313433
"NR18","NR",2019,2019-04-15,"F",57,161,4.1,13.42,5.61,2,0,NA,NA,NA,0.235438596491228
"NR19","NR",2019,2019-04-15,"M",57,159,4.84,14.51,7.71,7,1,52,NA,NA,0.254561403508772
"NR20","NR",2019,2019-04-15,"M",64,197,6.82,17.51,8.87,8,0,NA,NA,NA,0.27359375
"NR21","NR",2019,2019-04-15,"F",63,182,5.1,14.28,6.65,7,0,NA,NA,NA,0.226666666666667
"NR22","NR",2019,2019-04-15,"F",68,152,8.27,14.25,7,7,1,78,NA,NA,0.209558823529412
"NR23","NR",2019,2019-04-15,"F",50,143,2.94,11.96,6.64,2,0,NA,NA,NA,0.2392
"NR24","NR",2019,2019-04-15,"F",54,105,3.58,11.99,6.23,2,1,19,NA,NA,0.222037037037037
"NR25","NR",2019,2019-04-15,"M",66,210,8.26,17.88,8.71,6,0,NA,NA,NA,0.270909090909091
"NR26","NR",2019,2019-04-15,"F",65,185,6.83,13.05,7.57,4,0,NA,NA,NA,0.200769230769231
"NR27","NR",2019,2019-04-15,"F",63,171,5.42,14.65,7.18,2,1,39,NA,NA,0.232539682539683
"OL02","OL",2013,2013-04-01,"M",52,170,3.75,12.65,6.7,2,0,NA,0.1617,4.305,0.243269230769231
"OL03","OL",2013,2013-04-01,"M",59,148,5.98,15.94,7.71,6,1,76,0.3372,11.856,0.270169491525424
"OL04","OL",2013,2013-04-01,"F",59,153,5.09,12.73,6.81,4,1,40,0.1303,0,0.215762711864407
"OL05","OL",2013,2013-04-01,"M",50,141,3.38,12.77,6.32,2,1,58,0.3699,5.702,0.2554
"OL06","OL",2013,2013-04-01,"M",60,163,6.16,16.27,7.81,5,1,97,0.4753,19.223,0.271166666666667
"OL07","OL",2013,2013-04-01,"M",64,193,6.61,15.4,8.01,4,0,NA,0.4665,9.789,0.240625
"OL08","OL",2013,2013-04-01,"F",60,166,4.73,12.82,5.94,2,1,35,0.1608,0.719,0.213666666666667
"OL10","OL",2013,2013-04-02,"F",50,110,2.81,11.9,6.6,1,1,0,NA,0,0.238
"OL11","OL",2013,2013-04-03,"F",50,145,3.42,12.4,7.1,2,1,46,NA,3.012,0.248
"OL12","OL",2013,2013-04-03,"M",60,93,5.08,15.3,8.3,5,1,11,NA,3.589,0.255
"OL13","OL",2013,2013-04-03,"F",56,129,3.95,12.1,7.2,1,1,60,NA,0.998,0.216071428571429
"OL15","OL",2013,2013-04-03,"M",62,199,6.77,15.8,9,6,0,NA,NA,7.001,0.254838709677419
"OL16","OL",2013,2013-04-03,"M",61,180,6.15,15,8.9,5,1,47,NA,0,0.245901639344262
"OT01","OT",2014,2014-04-14,"M",64,159,6.68,16,7.8,2,1,76,0.03,17.271,0.25
"OT02","OT",2014,2014-04-14,"F",62,136,4.97,12.7,6.2,2,1,55,0.15,3.013,0.204838709677419
"OT03","OT",2014,2014-04-14,"M",64,184,6.22,15.6,7.5,2,1,48,0.4,17.047,0.24375
"OT04","OT",2014,2014-04-14,"F",57,132,4.01,11.9,5.8,1,1,61,0,0,0.208771929824561
"OT05","OT",2014,2014-04-14,"F",65,183,5.67,13.5,6.2,3,0,NA,0.32,12.477,0.207692307692308
"OT06","OT",2014,2014-04-14,"M",64,200,7.08,16,8.2,8,0,NA,0.26,17.58,0.25
"OT07","OT",2014,2014-04-14,"F",63,140,3.72,12.6,6.5,3,1,70,0.11,10.019,0.2
"OT08","OT",2014,2014-04-14,"M",62,202,6.78,16,7.6,2,0,NA,0.26,9.713,0.258064516129032
"OT09","OT",2014,2014-04-14,"F",58,193,4.19,12.2,5.9,1,1,0,0.02,1.286,0.210344827586207
"OT10","OT",2014,2014-04-14,"M",65,167,6.63,16.1,8.3,4,1,59,0.13,17.451,0.247692307692308
"OT11","OT",2014,2014-04-14,"F",58,172,5.75,12.1,6.2,1,0,NA,0.04,0,0.208620689655172
"OT12","OT",2014,2014-04-14,"F",64,125,4.75,13.7,6.6,4,1,53,0.27,8.073,0.2140625
"OT13","OT",2014,2014-04-14,"F",63,146,5.88,13.3,6.3,8,1,60,0.21,4.662,0.211111111111111
"OT14","OT",2014,2014-04-14,"M",66,212,6.7,15.9,7.7,1,0,NA,0.12,19.731,0.240909090909091
"OT15","OT",2014,2014-04-14,"F",54,176,3.76,11.8,5.6,1,1,0,0.02,1.899,0.218518518518519
"OT16","OT",2014,2014-04-14,"M",61,162,5.27,14.7,6.9,2,1,66,0,13.996,0.240983606557377
"OT17","OT",2014,2014-04-14,"M",65,185,6.51,15.9,7.9,7,0,NA,0.15,13.46,0.244615384615385
"OT18","OT",2014,2014-04-14,"M",60,158,5.4,14.7,7.3,2,1,75,0.18,9.747,0.245
"OT19","OT",2014,2014-04-14,"M",60,181,6.09,15,7.5,2,1,72,0.05,10.684,0.25
"OT20","OT",2014,2014-04-14,"F",62,144,5.25,12.8,6.2,2,1,71,0,3.3,0.206451612903226
"OT21","OT",2014,2014-04-14,"F",60,155,4.97,12.1,6,1,1,54,0.02,3.305,0.201666666666667
"OT22","OT",2014,2014-04-14,"M",63,163,6.18,15.4,7,6,1,82,0.39,11.801,0.244444444444444
"OT23","OT",2014,2014-04-14,"M",52,167,3.97,12.9,6.2,2,0,NA,0.01,4.703,0.248076923076923
"OT24","OT",2014,2014-04-14,"F",64,154,5.92,13.1,6.7,2,1,56,0.08,3.707,0.2046875
"OT25","OT",2014,2014-04-14,"M",58,77,5.92,13.8,6.9,1,1,5,0.02,7.698,0.237931034482759
"OT26","OT",2014,2014-04-14,"M",64,210,6.86,16.2,7.9,10,0,NA,0.51,12.861,0.253125
"OT27","OT",2014,2014-04-14,"M",61,130,4.82,14.4,7,1,1,12,0.05,5.714,0.236065573770492
"OV01","OV",2016,2016-04-17,"M",52,155,3.57,12.7,6.1,1,0,NA,0.2758,4.546,0.244230769230769
"OV02","OV",2016,2016-04-17,"F",57,167,4.34,12,5.9,1,0,NA,0.0053,0,0.210526315789474
"OV05","OV",2016,2016-04-17,"F",50,145,3.2,10.7,5.4,1,0,NA,0.0164,0,0.214
"OV06","OV",2016,2016-04-17,"M",65,165,6.42,16.4,8,3,1,73,0.2106,0,0.252307692307692
"OV07","OV",2016,2016-04-17,"M",65,163,6.7,16.8,8.1,6,1,85,0.5222,16.924,0.258461538461538
"OV08","OV",2016,2016-04-17,"M",68,215,8.53,16.7,8.1,1,0,NA,0.2433,8.635,0.245588235294118
"OV09","OV",2016,2016-04-17,"F",57,169,4.09,11.9,6.2,1,0,NA,0.0077,0,0.208771929824561
"OV10","OV",2016,2016-04-17,"F",66,180,6.71,13,6.8,2,0,NA,0.2931,1.178,0.196969696969697
"OV11","OV",2016,2016-04-17,"F",59,163,5.62,12.5,6.4,2,0,NA,0.0565,1.704,0.211864406779661
"OV12","OV",2016,2016-04-17,"M",67,177,6.72,16,8,2,1,64,0.2206,9.341,0.238805970149254
"OV14","OV",2016,2016-04-17,"F",58,127,3.97,12.2,5.9,1,1,62,0.0072,0,0.210344827586207
"OV16","OV",2016,2016-04-17,"M",62,94,6.4,15.9,8.3,1,1,1,0.4707,6.17,0.256451612903226
"OV17","OV",2016,2016-04-17,"F",61,101,3.78,12.5,6.3,2,1,32,0.1635,1.77,0.204918032786885
"OV18","OV",2016,2016-04-17,"F",64,146,5.53,13.1,7.1,2,1,65,0.058,3.18,0.2046875
"OV19","OV",2016,2016-04-17,"M",62,176,5.55,16.7,8.3,3,1,67,0.3056,6.14,0.269354838709677
"OV20","OV",2016,2016-04-17,"F",57,153,4.57,12.7,6.3,2,1,40,0.1789,3.52,0.22280701754386
"OV21","OV",2016,2016-04-17,"M",59,120,5.62,15.1,8.1,1,1,23,0.3126,6.68,0.255932203389831
"OV22","OV",2016,2016-04-17,"F",51,140,3.3,11.5,5.4,2,1,58,0.0232,0,0.225490196078431
"OV23","OV",2016,2016-04-17,"M",55,166,4.5,13.1,6.9,1,0,NA,0.3039,3.83,0.238181818181818
"OV30","OV",2019,2019-04-19,"F",67,155,5.28,13.72,7.11,1,1,67,NA,NA,0.204776119402985
"OV31","OV",2019,2019-04-24,"F",55,140,3.63,12.08,6.6,3,1,64,0.206724057701256,NA,0.219636363636364
"OV32","OV",2019,2019-04-24,"M",62,168,6.43,16.28,7.85,6,1,47,0.239274402533832,NA,0.26258064516129
"OV33","OV",2019,2019-04-24,"M",65,97,5.81,16.34,8.94,6,1,3,0.189210168833689,NA,0.251384615384615
"OV34","OV",2019,2019-04-24,"F",52,146,4.9,13.49,7.58,3,1,71,0.28347678848596,NA,0.259423076923077
"OV35","OV",2019,2019-04-24,"F",65,161,6.01,13.6,6.45,3,1,70,0.111073427166356,NA,0.209230769230769
"OV36","OV",2019,2019-04-24,"F",67,160,4.69,12.52,6.78,2,1,61,0.0483077813132774,NA,0.186865671641791
"OV37","OV",2019,2019-04-24,"M",59,184,5.43,15.46,7.83,3,0,NA,0.597344639071739,NA,0.262033898305085
"OV38","OV",2019,2019-04-24,"F",59,150,4.45,13.34,6.54,5,1,58,0.03,NA,0.226101694915254
"OV39","OV",2019,2019-04-24,"F",63,164,6.06,13.69,7.05,3,1,61,0,NA,0.217301587301587
"OV40","OV",2019,2019-04-24,"F",62,177,5.55,12.94,6.92,2,0,NA,0.02,NA,0.208709677419355
"OV41","OV",2019,2019-04-24,"F",59,127,4.17,13.01,6.54,1,1,49,0.0667276789319265,NA,0.220508474576271
"OV42","OV",2019,2019-04-24,"M",61,154,5.34,15.88,7.95,4,1,71,0.443160020191822,NA,0.260327868852459
"OV43","OV",2019,2019-04-24,"M",68,198,5.77,16.12,7.89,2,0,NA,0.41485791004699,NA,0.237058823529412
"OV44","OV",2019,2019-04-24,"F",63,167,5.82,14.27,7.6,6,1,49,0.0184993680340113,NA,0.226507936507936
"OV45","OV",2019,2019-04-24,"M",59,147,5.1,15.92,7.59,2,1,75,0.543339587242026,NA,0.269830508474576
"OV46","OV",2019,2019-04-24,"F",52,153,2.64,12.11,5.53,2,0,NA,0,NA,0.232884615384615
"OV47","OV",2019,2019-04-24,"M",50,150,3.08,12.95,6.83,2,0,NA,0.349853544229643,NA,0.259
"OV48","OV",2019,2019-04-24,"M",63,198,6.2,16.44,8.08,4,0,NA,0.209238451935081,NA,0.260952380952381
"OV49","OV",2019,2019-04-24,"F",60,168,3.83,12.45,6.91,4,0,NA,0.154468802698145,NA,0.2075
"PA01","PA",2015,2015-04-09,"M",65,151,6.9,16.6,7.9,3,1,75,0.29,13.302,0.255384615384615
"PA02","PA",2015,2015-04-09,"F",57,101,3.46,13.1,6.4,2,1,37,0.03,0,0.229824561403509
"PA03","PA",2015,2015-04-09,"M",64,145,6.05,15,7.2,2,1,22,0.12,7.638,0.234375
"PA04","PA",2015,2015-04-09,"F",67,156,6.16,13.3,6.8,6,1,80,0.24,0,0.198507462686567
"PA05","PA",2015,2015-04-09,"F",63,146,4.68,12.9,6.3,1,1,68,0.31,1.934,0.204761904761905
"PA06","PA",2015,2015-04-09,"F",61,127,5.45,13.1,6.8,1,1,60,0.09,0,0.214754098360656
"PA07","PA",2015,2015-04-09,"F",57,133,4.11,11.5,5.7,1,1,68,0.18,0,0.201754385964912
"PA08","PA",2015,2015-04-09,"M",64,205,7,15.2,7.4,3,0,NA,0.52,10.031,0.2375
"PA09","PA",2015,2015-04-09,"M",61,168,5.46,15.1,7.6,1,1,42,0.42,14.57,0.247540983606557
"PA10","PA",2015,2015-04-09,"F",59,176,4.66,12.4,6.2,1,NA,NA,0.01,5.472,0.210169491525424
"PA11","PA",2015,2015-04-09,"F",55,68,2.79,11.9,5.8,1,1,2,0.04,6.223,0.216363636363636
"PA12","PA",2015,2015-04-09,"M",66,141,6.8,16,8.2,4,1,62,0.23,11.193,0.242424242424242
"PA13","PA",2015,2015-04-09,"M",62,192,6.19,15.1,7.2,1,0,NA,0.06,12.708,0.243548387096774
"PA15","PA",2015,2015-04-09,"F",63,161,5.05,13.2,6.4,1,1,75,0.13,2.888,0.20952380952381
"PA16","PA",2015,2015-04-09,"M",62,168,6.17,14.8,6.9,2,1,70,0.07,11.79,0.238709677419355
"PA17","PA",2015,2015-04-09,"M",65,136,6.55,15.4,7.8,6,1,10,0.51,13.768,0.236923076923077
"PA18","PA",2015,2015-04-09,"M",65,167,6.27,15.1,7.7,5,1,80,0.27,3.744,0.232307692307692
"PA19","PA",2015,2015-04-09,"M",61,168,6.63,16.2,8.1,8,1,82,0.52,9.068,0.265573770491803
"PA20","PA",2015,2015-04-09,"M",65,199,7.04,15.9,7.9,3,0,NA,0.28,3.231,0.244615384615385
"PA21","PA",2015,2015-04-09,"M",65,202,6.58,15.3,8.2,4,0,NA,0.66,4.87,0.235384615384615
"PA22","PA",2015,2015-04-09,"M",63,195,8.45,16.8,8.2,3,1,0,0.39,2.123,0.266666666666667
"PA23","PA",2015,2015-04-09,"F",62,171,4.99,12.2,5.9,1,1,25,0.23,1.51,0.196774193548387
"PA24","PA",2015,2015-04-09,"M",60,167,5.46,14.9,7.1,3,1,80,0.48,4.74,0.248333333333333
"PA25","PA",2015,2015-04-09,"M",50,110,2.72,12.3,6.2,2,1,52,0.1,1.449,0.246
"PA26","PA",2015,2015-04-09,"M",69,215,8.69,17,8.3,2,0,NA,0.33,9.695,0.246376811594203
"PA27","PA",2015,2015-04-09,"M",65,174,7.69,16.9,7.9,2,1,90,0.33,2.26,0.26
"PA28","PA",2015,2015-04-09,"M",67,205,8.33,16.1,8.4,8,0,NA,0.68,15.493,0.240298507462687
"PB01","PB",2018,2018-04-23,"M",65,190,6.09,16.66,8.7,4,0,NA,0.32888626815066,15.738,0.256307692307692
"PB02","PB",2018,2018-04-23,"M",63,193,6.65,17.01,7.56,8,1,84,0.194303153611394,9.511,0.27
"PB03","PB",2018,2018-04-23,"M",61,181,6.06,16.47,8.3,8,0,NA,0.186292134831461,19.343,0.27
"PB04","PB",2018,2018-04-23,"M",59,187,5.42,15.88,8.03,5,0,NA,0.0924006908462867,10.027,0.269152542372881
"PB05","PB",2018,2018-04-23,"M",60,97,4.69,17.23,6.29,2,1,0,0.229270315091211,11.527,0.287166666666667
"PB06","PB",2018,2018-04-23,"M",57,162,4.45,15.33,6.9,7,1,23,0.575914383158885,12.644,0.268947368421053
"PB07","PB",2018,2018-04-23,"M",71,206,8.06,18.32,9.07,8,1,77,0.31001911001911,21.419,0.258028169014084
"PB08","PB",2018,2018-04-23,"M",65,165,6.25,16.39,8.3,8,1,67,0.454951776052693,33.293,0.252153846153846
"PB09","PB",2018,2018-04-23,"M",65,176,6.51,16.46,7.28,8,1,37,0.514725681588691,19.385,0.253230769230769
"PB10","PB",2018,2018-04-23,"M",65,201,6.5,16.06,7.7,5,0,NA,0.20486360373295,13.381,0.247076923076923
"PB11","PB",2018,2018-04-23,"M",65,129,5.84,17.38,7.79,7,1,67,0.226126521214779,19.061,0.267384615384615
"PB12","PB",2018,2018-04-23,"M",63,92,5.31,15.67,6.91,6,1,1,0.160980699008868,25.014,0.248730158730159
"PB13","PB",2018,2018-04-23,"M",60,175,4.59,14.98,7.26,4,0,NA,0.230998687507457,28.701,0.249666666666667
"PB14","PB",2018,2018-04-23,"M",61,183,5.96,17.45,7.85,4,1,53,0.372387908297829,22.946,0.286065573770492
"PB15","PB",2018,2018-04-23,"F",62,144,4.92,14.07,6.13,1,1,66,0.20284502803994,22.964,0.226935483870968
"PB16","PB",2018,2018-04-23,"F",59,154,4.52,13.63,6.26,1,1,54,0.118029236599892,0,0.231016949152542
"PB17","PB",2018,2018-04-23,"M",66,195,7.52,16.8,7.94,7,0,NA,0.293405484728974,23.553,0.254545454545455
"PB18","PB",2018,2018-04-23,"M",62,185,5.51,15.75,7.22,2,0,NA,0.282471395881007,9.239,0.254032258064516
"PB19","PB",2018,2018-04-23,"M",56,143,2.41,12.07,6.11,1,1,0,0,0,0.215535714285714
"PB20","PB",2018,2018-04-23,"M",56,181,3.61,13.92,6.45,2,0,NA,0.0743423560808235,7.311,0.248571428571429
"PB21","PB",2018,2018-04-23,"F",65,164,5.1,14.52,6.72,6,1,4,0.160848484848485,8.179,0.223384615384615
"PB22","PB",2018,2018-04-23,"F",61,145,5.2,13.27,6.64,7,1,62,0.06,5.2,0.217540983606557
"PB23","PB",2018,2018-04-23,"F",64,185,5.65,13.65,6.33,1,0,NA,0.236804789664408,0,0.21328125
"PB24","PB",2018,2018-04-23,"F",59,171,4.69,13.9,6.15,2,0,NA,0.199982380407013,3.222,0.235593220338983
"PB25","PB",2018,2018-04-24,"F",58,167,4.43,12.7,5.94,1,0,NA,0.029703934553954,1.844,0.218965517241379
"PB26","PB",2018,2018-04-24,"F",69,169,6.35,15.14,7.12,1,1,61,0.381165101650105,3.606,0.219420289855072
"PB27","PB",2018,2018-04-24,"F",62,133,4.98,13.33,6.05,2,1,5,0.0474185685796588,0,0.215
"PB28","PB",2018,2018-04-24,"F",57,162,5.06,12.97,5.95,2,0,NA,0,0,0.227543859649123
"PB29","PB",2018,2018-04-24,"F",60,182,4.77,13.02,5.75,1,1,17,0,0,0.217
"PB30","PB",2018,2018-04-24,"F",64,159,6.64,14.46,7.15,8,1,56,0.267317073170732,10.04,0.2259375
"PB31","PB",2018,2018-04-24,"F",57,164,4.55,11.76,5.93,2,0,NA,0.01,0,0.206315789473684
"PB32","PB",2018,2018-04-24,"F",63,180,6.05,13.46,6.68,4,0,NA,0.0749651766493605,0,0.213650793650794
"PB33","PB",2018,2018-04-24,"F",61,109,4.77,13.22,6.32,2,1,1,0.0984800904408994,0,0.21672131147541
"PB34","PB",2018,2018-04-24,"F",60,142,4.81,13.16,5.99,2,1,69,0.0241016019627652,1.643,0.219333333333333
"PB35","PB",2018,2018-04-24,"F",57,126,4.91,13.7,6.01,1,1,57,0,0,0.240350877192982
"PE-R01","PE",2015,2015-04-13,NA,63,NA,6.9,NA,NA,10,0,NA,NA,NA,NA
"PE01","PE",2014,2014-04-05,"M",64,213,7.51,17.2,8.2,8,0,NA,0.47,NA,0.26875
"PE02","PE",2014,2014-04-05,"M",62,207,6.86,16.4,8.4,9,0,NA,NA,NA,0.264516129032258
"PE03","PE",2014,2014-04-05,"M",62,158,6.39,16.7,8.4,8,1,76,0.69,NA,0.269354838709677
"PE04","PE",2014,2014-04-05,"F",55,158,4.12,11.8,5.8,4,0,NA,0.23,NA,0.214545454545455
"PE05","PE",2014,2014-04-05,"F",61,150,5.64,13,6.5,3,1,71,0.4,NA,0.213114754098361
"PE06","PE",2014,2014-04-05,"M",62,76,6.52,17,8.1,9,1,1,NA,NA,0.274193548387097
"PE07","PE",2014,2014-04-05,"F",60,161,4.59,12.3,6,7,1,40,0.32,NA,0.205
"PE08","PE",2014,2014-04-05,"M",51,78,3.25,13.3,6,6,1,9,NA,NA,0.26078431372549
"PE09","PE",2014,2014-04-05,"M",65,220,8.33,17.5,9.3,7,0,NA,0.49,NA,0.269230769230769
"PE11","PE",2014,2014-04-05,"M",53,87,3.24,13,6.1,4,1,5,NA,NA,0.245283018867925
"PE12","PE",2014,2014-04-05,"F",60,168,5.57,13.1,6.4,10,1,48,0.34,NA,0.218333333333333
"PE13","PE",2014,2014-04-05,"F",59,183,4.94,12.8,6,9,0,NA,0.36,NA,0.216949152542373
"PE14","PE",2014,2014-04-05,"M",66,174,7.94,18.4,8.2,7,1,0,0.57,NA,0.278787878787879
"PE15","PE",2014,2014-04-05,"F",58,138,4.72,12.8,6.1,6,1,61,0.44,NA,0.220689655172414
"PE16","PE",2014,2014-04-05,"F",52,155,3.3,11.5,6,4,0,NA,0,NA,0.221153846153846
"PE17","PE",2014,2014-04-05,"M",63,148,6.36,16.2,8.1,9,1,75,0.52,NA,0.257142857142857
"PE18","PE",2014,2014-04-05,"M",53,150,4.16,13.8,7,5,1,57,0.49,NA,0.260377358490566
"PE21","PE",2014,2014-04-05,"F",57,70,4.01,12.4,5.9,7,1,2,0.31,NA,0.217543859649123
"PE22","PE",2014,2014-04-05,"M",51,125,3.63,12.6,6.1,4,1,7,NA,NA,0.247058823529412
"PE23","PE",2014,2014-04-05,"M",62,170,6.17,16.5,7.9,9,1,80,0.59,NA,0.266129032258065
"PE25","PE",2014,2014-04-05,"M",52,164,3.47,13.3,6.1,5,0,NA,NA,NA,0.255769230769231
"PE26","PE",2014,2014-04-05,"M",60,185,5.91,16,7.4,10,0,NA,0.48,NA,0.266666666666667
"PE50","PE",2015,2015-04-06,"M",53,131,3.77,13.1,6,3,1,15,NA,NA,0.247169811320755
"PE52","PE",2015,2015-04-06,"M",53,125,2.01,10.8,5.3,3,0,NA,NA,NA,0.20377358490566
"PE53","PE",2015,2015-04-06,"M",65,170,7.5,16.6,8,8,1,91,NA,NA,0.255384615384615
"PE54","PE",2015,2015-04-06,"M",68,213,8.11,17.3,8.6,9,0,NA,NA,NA,0.254411764705882
"PE55","PE",2015,2015-04-06,"M",67,215,8.31,17.7,8.8,8,0,NA,NA,NA,0.264179104477612
"PE56","PE",2015,2015-04-06,"M",53,118,3.63,13.3,6.3,2,1,28,NA,NA,0.250943396226415
"PE57","PE",2015,2015-04-06,"M",70,212,8.99,17.7,8.8,9,0,NA,NA,NA,0.252857142857143
"PE59","PE",2015,2015-04-06,"M",53,133,3.46,12.7,6.3,3,1,3,NA,NA,0.239622641509434
"PE60","PE",2015,2015-04-06,"M",65,195,8.35,17.6,8.4,8,1,84,NA,NA,0.270769230769231
"PE61","PE",2015,2015-04-06,"M",64,185,7.22,16.7,7.7,9,0,NA,NA,NA,0.2609375
"PE63","PE",2015,2015-04-13,"M",63,178,6.78,16.8,7.5,10,1,50,NA,NA,0.266666666666667
"PE64","PE",2015,2015-04-13,"M",67,109,7.53,17.1,8.3,10,1,3,NA,NA,0.255223880597015
"PE65","PE",2015,2015-04-13,"M",62,170,7.11,17.1,8.5,9,1,88,NA,NA,0.275806451612903
"PE66","PE",2015,2015-04-13,"M",65,187,7.48,16.5,8.7,10,1,82,NA,NA,0.253846153846154
"PE67","PE",2015,2015-04-13,"M",62,88,6.67,16.9,7.5,9,1,19,NA,NA,0.27258064516129
"PE68","PE",2015,2015-04-13,"M",67,188,7.38,17.1,8.1,8,1,90,NA,NA,0.255223880597015
"PE69","PE",2015,2015-04-13,"M",62,199,6.61,15.5,8.1,9,0,NA,NA,NA,0.25
"PE70","PE",2015,2015-04-13,"M",63,175,5.82,16.3,7.8,9,1,85,NA,NA,0.258730158730159
"PG01","PG",2014,2014-04-11,"F",63,190,6.01,13.3,6.5,1,0,NA,0,0,0.211111111111111
"PG02","PG",2014,2014-04-11,"F",59,182,5.9,13.5,6.7,1,0,NA,0.08,1.35,0.228813559322034
"PG04","PG",2014,2014-04-11,"F",60,127,5.53,13.1,6.8,7,1,56,0.28,1.71,0.218333333333333
"PG05","PG",2014,2014-04-11,"M",62,156,6.69,16,8.3,3,1,77,0.35,10.03,0.258064516129032
"PG06","PG",2014,2014-04-11,"F",59,180,5.4,12.7,6.6,1,0,NA,0,0.75,0.215254237288136
"PG07","PG",2014,2014-04-11,"M",62,184,6.84,15.5,8.2,2,0,NA,0.33,7.95,0.25
"PG08","PG",2014,2014-04-11,"M",62,178,5.57,15.4,6.9,1,1,58,0.4,8.81,0.248387096774194
"PG09","PG",2014,2014-04-11,"M",64,188,7.33,16.3,8.3,1,1,88,0.28,6.55,0.2546875
"PG10","PG",2014,2014-04-11,"F",61,131,5.59,13,6.5,1,1,60,0.32,2.05,0.213114754098361
"PG11","PG",2014,2014-04-11,"M",66,211,7.66,16.6,8,1,0,NA,0.31,11.63,0.251515151515152
"PG12","PG",2014,2014-04-11,"M",60,141,5.17,15.3,7.8,3,1,62,0.54,7.31,0.255
"PG13","PG",2014,2014-04-11,"F",61,170,5.33,12.3,6,2,0,NA,0.49,1.06,0.201639344262295
"PG14","PG",2014,2014-04-11,"F",67,166,5.11,12.3,6.2,1,0,NA,0.2,3.34,0.183582089552239
"PG15","PG",2014,2014-04-11,"F",61,140,5.61,13.1,6.3,2,1,69,0,3.52,0.214754098360656
"PG16","PG",2014,2014-04-11,"F",59,179,4.88,12.1,6.1,1,0,NA,0.13,0.32,0.205084745762712
"PG17","PG",2014,2014-04-11,"M",65,138,7.16,16.8,8.5,1,1,60,0.03,6.82,0.258461538461538
"PG18","PG",2014,2014-04-11,"F",64,182,6.53,13,6.6,1,0,NA,0.09,2.62,0.203125
"PG19","PG",2014,2014-04-11,"F",57,163,4.87,12.5,6.1,2,0,NA,0.04,4.38,0.219298245614035
"PG20","PG",2014,2014-04-11,"M",63,192,7.23,16.3,8,1,0,NA,0.34,14.68,0.258730158730159
"PG21","PG",2014,2014-04-11,"F",57,167,4.61,12.3,6.2,1,0,NA,0.17,0.84,0.215789473684211
