"label","abbpop","Year","date","sex","svl","tot","mass","headlength","headwidth","GreenResolved","reg","reglength","blackness","BlueResolved","relhl"
"BF24","BF",2014,2014-04-16,"M",60,189,7.22,15.8,7.2,1,0,NA,0.21,8.23,0.263333333333333
"BF25","BF",2014,2014-04-16,"M",62,184,6.89,16,7.9,1,1,45,0.1,13.51,0.258064516129032
"BF26","BF",2014,2014-04-16,"M",67,188,6.75,16.3,7.9,1,1,95,0.08,5.68,0.243283582089552
"BI01","BI",2016,2016-04-13,"M",60,170,5.38,15.2,7.3,4,1,83,0.395235688108176,7.774,0.253333333333333
"BI02","BI",2016,2016-04-13,"F",55,137,3.9,12,5.6,2,1,63,0.0796329859537834,0.565,0.218181818181818
"BI03","BI",2016,2016-04-13,"M",62,195,6.18,16.6,7.7,6,0,NA,0.637501008959561,8.596,0.267741935483871
"BI04","BI",2016,2016-04-13,"F",56,155,4.08,11.5,5.4,1,1,30,0.0093042071197411,0,0.205357142857143
"BI05","BI",2016,2016-04-13,"F",63,170,5.95,13.9,6.4,4,0,NA,0.247150215317065,0,0.220634920634921
"BI06","BI",2016,2016-04-13,"F",51,114,2.59,11.6,5.5,5,1,55,0.0978293638830268,3.015,0.227450980392157
"BI07","BI",2016,2016-04-13,"F",59,170,5.03,12.9,6.1,4,0,NA,0.243586109142452,0,0.21864406779661
"BI08","BI",2016,2016-04-13,"M",59,151,4.78,15.6,6.9,7,1,83,0.47858791349688,4.011,0.264406779661017
"BI09","BI",2016,2016-04-13,"M",60,162,5.35,15.5,7.5,5,1,79,0.354279672703871,0,0.258333333333333
"BI10","BI",2016,2016-04-13,"M",56,143,4.6,15,7.1,2,1,68,0.276348454073573,6.784,0.267857142857143
"BI11","BI",2016,2016-04-13,"M",65,190,7.05,16.6,7.9,4,1,73,0.48539751216874,7.212,0.255384615384615
"BI12","BI",2016,2016-04-13,"M",60,191,5.74,15.9,7.2,8,0,NA,0.344521957913998,5.297,0.265
"BI13","BI",2016,2016-04-13,"F",60,175,5.18,12.6,6.2,3,0,NA,0.116341030195382,0,0.21
"BI14","BI",2016,2016-04-13,"F",52,152,2.94,11.1,4.9,2,0,NA,0.00183310055865922,0,0.213461538461538
"BI16","BI",2016,2016-04-13,"M",61,191,5.6,16.8,7.5,2,0,NA,0.306176084099869,3.122,0.275409836065574
"BI17","BI",2016,2016-04-13,"M",67,160,7.95,16.1,8.4,8,1,34,0.242069198883343,3.24,0.240298507462687
"BI18","BI",2016,2016-04-13,"M",63,165,5.33,15.9,7.8,1,1,82,0.421206626555675,2.179,0.252380952380952
"BI19","BI",2016,2016-04-13,"M",61,190,5.48,15.7,7.5,4,0,NA,0.298098726670155,7.736,0.257377049180328
"BI20","BI",2016,2016-04-13,"F",57,72,3.69,13.1,6.6,4,1,5,0.201911124922312,0,0.229824561403509
"BI21","BI",2016,2016-04-13,"M",60,185,5.55,15.6,7.3,5,0,NA,0.347940340909091,7.273,0.26
"BI22","BI",2016,2016-04-13,"F",63,176,5.79,13.5,6.2,7,0,NA,0.205929247633284,0,0.214285714285714
"BI23","BI",2016,2016-04-13,"F",59,127,4.66,13.1,6.3,1,1,61,0.144896193771626,0,0.222033898305085
"BI24","BI",2016,2016-04-13,"F",63,192,6.1,12.8,6.2,2,0,NA,0.064363684771033,0,0.203174603174603
"BI25","BI",2016,2016-04-13,"F",55,135,3.31,11.3,5.1,2,1,34,0.0554171436266918,0,0.205454545454545
"BL01","BL",2016,2016-04-15,"M",64,155,5.86,15.9,7.6,2,1,75,0.184786200515498,5.785,0.2484375
"BL02","BL",2016,2016-04-15,"M",64,145,6.74,15.6,7.7,5,1,24,0.201958121918102,8.001,0.24375
"BL03","BL",2016,2016-04-15,"M",61,138,6.96,16.2,7.8,3,1,0,0.200295483326298,8.748,0.265573770491803
"BL04","BL",2016,2016-04-15,"M",63,175,6.5,15.1,7.9,2,1,63,0.259587212709161,12.665,0.23968253968254
"BL05","BL",2016,2016-04-15,"M",51,159,3.3,12,6,2,0,NA,0.295420186749667,6.823,0.235294117647059
"BL06","BL",2016,2016-04-15,"F",50,142,2.98,10.6,5.2,1,0,NA,0.000983090837593394,0,0.212
"BL07","BL",2016,2016-04-15,"M",59,93,4.23,14.7,7,3,1,25,0.272604860970848,8.872,0.249152542372881
"BL08","BL",2016,2016-04-15,"M",62,170,6.26,15.4,7.2,3,1,75,0.166635017090771,13.956,0.248387096774194
"BL09","BL",2016,2016-04-15,"M",65,200,6.74,16.1,7.7,4,0,NA,0.28037821888412,6.841,0.247692307692308
"BL10","BL",2016,2016-04-15,"M",57,159,4.53,13.8,6.7,2,0,NA,0.312114197530864,6.028,0.242105263157895
"BL12","BL",2016,2016-04-15,"M",62,165,5.99,15.8,8,2,1,81,0.282873951410829,10.542,0.254838709677419
"BL13","BL",2016,2016-04-15,"F",60,140,5.05,12.6,6.1,1,1,53,0.130522088353414,0,0.21
"BL14","BL",2016,2016-04-15,"F",56,166,4.42,12.5,5.5,1,0,NA,0.00524109014675052,0,0.223214285714286
"BL15","BL",2016,2016-04-15,"M",50,125,2.9,12.3,5.8,1,1,63,0.0270655270655271,5.785,0.246
"BL16","BL",2016,2016-04-15,"F",59,83,4.02,13,6.4,2,1,8,0.284300298804781,0,0.220338983050847
"BL17","BL",2016,2016-04-15,"F",58,165,5.1,12.1,6,1,1,47,0.0943135662063363,0,0.208620689655172
"BL18","BL",2016,2016-04-15,"F",62,168,5.4,12.8,5.9,1,0,NA,0.0765719682065003,0,0.206451612903226
"BL19","BL",2016,2016-04-15,"F",51,147,3.13,10.8,5.4,1,0,NA,0.000795454545454545,0,0.211764705882353
"BL20","BL",2016,2016-04-15,"M",60,90,5.06,15.6,7.7,2,1,15,0.4498250680291,7.94,0.26
"BL21","BL",2016,2016-04-15,"F",59,158,4.51,12.7,6,1,1,68,0.000403307118370639,0,0.215254237288136
"BL22","BL",2016,2016-04-15,"M",58,145,4.77,14.7,7.6,2,1,58,0.378733710068043,5.679,0.253448275862069
"BL23","BL",2016,2016-04-15,"M",62,157,5.57,15.5,7.6,2,1,8,0.0418288502875733,5.974,0.25
"BL24","BL",2016,2016-04-15,"F",61,117,4.83,12.6,6.6,2,1,40,0.233651384686991,2.061,0.20655737704918
"BL25","BL",2016,2016-04-15,"M",63,203,6.73,16,8.1,6,0,NA,0.386577404005754,15.028,0.253968253968254
"BL26","BL",2016,2016-04-15,"M",63,178,6.6,16.2,7.8,3,1,84,0.364899603974154,12.125,0.257142857142857
"BLI01","BLI",2017,2017-05-03,"M",64,142,5.76,16.75,7.52,9,1,68,0.471761562557582,17.923,0.26171875
"BLI02","BLI",2017,2017-05-03,"M",62,89,4.84,16.79,6.55,8,1,5,0.353077019098739,6.982,0.270806451612903
"BLI03","BLI",2017,2017-05-03,"M",60,90,4.47,15.65,7.51,7,1,18,NA,6.479,0.260833333333333
"BLI04","BLI",2017,2017-05-03,"M",57,164,5.24,15.13,7.36,8,1,73,NA,6.42,0.265438596491228
"BLI05","BLI",2017,2017-05-03,"M",58,131,4.47,15.2,6.82,7,1,5,NA,14.163,0.262068965517241
"BLI06","BLI",2017,2017-05-03,"F",51,170,3.26,13.09,5.95,5,0,NA,NA,4.722,0.256666666666667
"BLI07","BLI",2017,2017-05-03,"M",68,180,6.75,16.77,7.74,9,1,8,0.39321707620881,26.542,0.246617647058824
"BLI08","BLI",2017,2017-05-03,"F",59,103,4.81,13.6,6.04,7,1,0,0.324378358115707,NA,0.230508474576271
"BLI09","BLI",2017,2017-05-03,"F",61,178,4.84,13.43,6.75,7,0,NA,0.0394562733068688,2.48,0.22016393442623
"BLI10","BLI",2017,2017-05-03,"M",60,186,5.85,16.14,7.72,10,0,NA,0.407222488201901,20.571,0.269
"BLI11","BLI",2017,2017-05-03,"M",59,193,4.06,14.84,7.14,8,0,NA,NA,4.27,0.251525423728814
"BLI12","BLI",2017,2017-05-03,"F",61,191,5.44,13.21,6.21,4,0,NA,0.0518353961705279,2.273,0.21655737704918
"BLI13","BLI",2017,2017-05-03,"F",55,168,3.77,12.03,5.58,3,0,NA,0,2.92,0.218727272727273
"BLI14","BLI",2017,2017-05-03,"F",54,161,3.32,12.5,5.86,2,0,NA,0.0158182924356114,5.968,0.231481481481481
"BLI15","BLI",2017,2017-05-03,"F",53,143,2.85,12.36,5.09,2,1,32,0.0427272727272727,3.659,0.233207547169811
"BLI16","BLI",2017,2017-05-03,"M",52,162,3.32,13.08,6.27,2,0,NA,0.0675665868350388,4.808,0.251538461538462
"BLI17","BLI",2017,2017-05-03,"M",64,104,6.18,16.93,8,8,1,2,0.51,7.578,0.26453125
"BLI18","BLI",2017,2017-05-03,"M",63,195,5.68,17.06,7.65,8,1,33,0.203026532332517,6.06,0.270793650793651
"BLI19","BLI",2017,2017-05-03,"M",64,215,5.31,16.1,7.08,9,0,NA,0.34759523686788,NA,0.2515625
"BLI20","BLI",2018,2018-04-21,"M",64,203,6.35,16.31,8.83,3,0,NA,0.0976461458872219,13.68,0.25484375
"BLI21","BLI",2018,2018-04-21,"M",62,202,5.36,14.56,8.04,7,0,NA,0.307692307692308,12.29,0.234838709677419
"BLI22","BLI",2018,2018-04-21,"M",63,190,5.58,15.34,8.73,7,0,NA,0.150490196078431,9.91,0.243492063492063
"BLI23","BLI",2018,2018-04-21,"F",60,190,5.95,13.67,6.78,6,1,64,0.153835287469982,8.79,0.227833333333333
"BLI24","BLI",2018,2018-04-21,"F",59,146,4.74,13.14,7.1,4,1,66,NA,0.96,0.22271186440678
"BLI25","BLI",2018,2018-04-21,"F",54,147,3.14,12.44,5.59,4,1,66,0.139559286463799,0,0.23037037037037
"BO01","BO",2014,2014-04-08,"M",69,217,8.51,16.5,8.5,3,0,NA,0.41,11.226,0.239130434782609
"BO02","BO",2014,2014-04-08,"M",66,185,7.27,16.1,8.4,7,1,105,0.35,12.124,0.243939393939394
"BO03","BO",2014,2014-04-08,"M",51,153,3.28,12,6,1,0,NA,0.03,6.787,0.235294117647059
"BO04","BO",2014,2014-04-08,"F",59,157,4.95,11.7,6.1,2,0,NA,0.18,4.203,0.198305084745763
"BO05","BO",2014,2014-04-08,"M",64,128,5.64,15.1,8,6,1,56,0.33,11.461,0.2359375
"BO06","BO",2014,2014-04-08,"F",59,123,4.34,12.2,6.5,1,1,56,0,8.706,0.206779661016949
"BO07","BO",2014,2014-04-08,"M",64,176,6.63,15.4,7.8,3,1,78,0.33,8.414,0.240625
"BO08","BO",2014,2014-04-08,"M",64,172,7.17,16.4,8,5,1,76,0.54,18.328,0.25625
"BO09","BO",2014,2014-04-08,"F",58,65,4.22,12.7,5.9,1,1,0,0.04,6.785,0.218965517241379
"BO10","BO",2014,2014-04-08,"M",58,120,5.48,14.5,7.5,4,1,0,0.4,11.256,0.25
"BO11","BO",2014,2014-04-08,"F",68,181,8.13,13.8,6.2,5,0,NA,0.27,5.293,0.202941176470588
"BO12","BO",2014,2014-04-08,"M",66,214,8.41,16.7,7.8,8,0,NA,0.56,21.757,0.253030303030303
"BO13","BO",2014,2014-04-08,"M",69,193,8.52,17,8.4,8,1,81,0.45,23.635,0.246376811594203
"BO14","BO",2014,2014-04-08,"F",64,155,6.73,13.5,6.6,2,1,64,0.11,0,0.2109375
"BO15","BO",2014,2014-04-08,"M",59,154,5.47,14.8,7.1,2,1,81,0.35,10.576,0.250847457627119
"BO16","BO",2014,2014-04-08,"F",63,183,6.53,12.9,6.8,5,0,NA,0.06,5.974,0.204761904761905
"BO17","BO",2014,2014-04-08,"F",60,180,5.85,13.1,6.7,1,0,NA,0.03,7.823,0.218333333333333
"BO18","BO",2014,2014-04-08,"M",51,160,3.51,12.3,6.3,2,0,NA,0.03,8.298,0.241176470588235
"BO19","BO",2014,2014-04-08,"M",58,176,5.91,15,7.6,3,1,64,0.15,12.773,0.258620689655172
"BO20","BO",2014,2014-04-08,"F",63,148,6.44,13.1,6.8,2,1,75,0.21,11.624,0.207936507936508
"BO21","BO",2014,2014-04-08,"F",58,174,5.15,12.4,6.5,1,0,NA,0.05,4.145,0.213793103448276
"BO22","BO",2014,2014-04-08,"M",68,94,6.38,15.9,7.1,7,1,0,0.3,31.642,0.233823529411765
"BO23","BO",2014,2014-04-08,"M",67,199,8.1,16.5,8.3,4,0,NA,0.36,16.522,0.246268656716418
"BO24","BO",2014,2014-04-08,"F",69,185,5.85,13.3,6.5,2,1,9,0.24,1.662,0.192753623188406
"BO25","BO",2014,2014-04-08,"M",70,167,6.59,17,8.3,9,1,87,0.57,33.479,0.242857142857143
"BO26","BO",2014,2014-04-08,"F",60,143,5.15,12.7,6.4,1,1,66,0.01,6.581,0.211666666666667
"BO27","BO",2014,2014-04-08,"F",63,137,5.65,12.9,6.4,2,1,58,0.06,1.822,0.204761904761905
"BO28","BO",2014,2014-04-08,"M",69,198,7.24,15.6,7.8,2,0,NA,0.2,6.778,0.226086956521739
"BO29","BO",2014,2014-04-08,"M",60,160,5.2,13.7,6.8,1,0,NA,0.03,4.977,0.228333333333333
"BT01","BT",2012,2012-04-25,"F",56,160,4.2,12.2,5.7,8,0,NA,0.09,5.13,0.217857142857143
"BT02","BT",2012,2012-04-25,"F",55,160,3.4,11.8,5.6,5,0,NA,0.2,3.54,0.214545454545455
"BT03","BT",2012,2012-04-25,"M",67,200,7.4,17.1,7.9,8,1,56,0.67,13.42,0.255223880597015
"BT04","BT",2012,2012-04-25,"M",68,195,8,17.4,8,8,1,100,0.43,4.51,0.255882352941176
"BT05","BT",2012,2012-04-25,"F",58,159,4.8,13,6.8,6,1,43,0.24,2.012,0.224137931034483
"BT06","BT",2012,2012-04-25,"M",53,153,4.6,13.1,6.2,5,1,33,0.5,5.67,0.247169811320755
"BT07","BT",2012,2012-04-25,"F",63,185,6.2,12.7,6.4,8,0,NA,0.5,3.95,0.201587301587302
"BT08","BT",2012,2012-04-25,"M",67,207,8.8,17.2,8.7,10,0,NA,0.77,15.28,0.256716417910448
"BT09","BT",2012,2012-04-25,"F",60,159,NA,13.3,6.5,9,1,67,0.55,7.12,0.221666666666667
"BT10","BT",2012,2012-04-25,"F",60,132,4.6,12.7,6,10,1,63,0.71,12.31,0.211666666666667
"BT11","BT",2012,2012-04-25,"F",53,132,3,10.9,5.4,6,1,57,0.21,0,0.205660377358491
"BT12","BT",2012,2012-04-25,"M",68,216,6.8,16.6,8.1,9,1,68,0.49,17.21,0.244117647058824
"BT14","BT",2012,2012-04-25,"M",58,178,6,16,8,10,1,66,0.61,13.83,0.275862068965517
"BT15","BT",2012,2012-04-25,"F",53,142,3.6,13.5,6.5,8,1,66,0.58,NA,0.254716981132075
"BT17","BT",2012,2012-04-25,"M",66,208,8.4,17.2,8.3,9,0,NA,0.7,12.82,0.260606060606061
"BT18","BT",2012,2012-04-25,"M",68,203,9,18.2,9.1,8,1,57,0.71,9.23,0.267647058823529
"BT19","BT",2012,2012-04-25,"M",52,126,3.4,12.8,6.4,4,1,36,0.39,6.95,0.246153846153846
"BT20","BT",2012,2012-04-25,"M",54,167,4,13.2,6.4,10,0,NA,0.22,4.58,0.244444444444444
"BT21","BT",2012,2012-04-25,"M",63,185,6.4,16,8.1,10,1,33,0.51,15.34,0.253968253968254
"BT22","BT",2012,2012-04-25,"M",67,174,6.4,17,8.5,9,1,63,0.44,15.55,0.253731343283582
"BT23","BT",2012,2012-04-25,"M",68,197,7.6,17.1,8.4,10,1,88,0.52,15.92,0.251470588235294
"BT24","BT",2012,2012-04-25,"F",61,194,5,13.4,6.3,7,0,NA,0.17,1.48,0.219672131147541
"BT25","BT",2012,2012-04-25,"F",59,175,4.4,13.6,5.6,8,0,NA,0.42,11.56,0.230508474576271
"BT26","BT",2012,2012-04-25,"F",65,156,4.8,14.2,6.7,8,1,80,0.3,7.61,0.218461538461538
"BT27","BT",2012,2012-04-25,"M",56,172,5,13.7,6.8,7,0,NA,0.27,7.02,0.244642857142857
"BT28","BT",2012,2012-04-25,"M",65,188,6.4,16.6,7.8,9,1,83,0.73,15.68,0.255384615384615
"BT29","BT",2012,2012-04-25,"F",58,168,4.6,12.6,6,9,0,NA,0.5,4.3,0.217241379310345
"BT30","BT",2012,2012-04-25,"F",57,165,5,13.3,6.4,7,0,NA,0.42,4.45,0.233333333333333
"BT31","BT",2012,2012-04-25,"F",60,165,4.8,13.5,5.7,8,1,38,0.17,7.72,0.225
"BT50","BT",2015,2015-04-06,"F",50,82,1.92,11.8,5.4,6,1,18,0.2694,1.817,0.236
"BT51","BT",2015,2015-04-06,"F",53,164,3.63,12.7,5.7,4,0,NA,0.3042,3.293,0.239622641509434
"BT52","BT",2015,2015-04-06,"M",70,175,8.25,18.9,8.2,10,1,87,0.7383,10.084,0.27
"BT53","BT",2015,2015-04-06,"F",62,166,4.47,13.5,6.1,8,1,64,0.3111,4.263,0.217741935483871
"BT54","BT",2015,2015-04-06,"M",67,215,7.41,17.6,7.9,9,0,NA,0.6386,10.092,0.262686567164179
"BT56","BT",2015,2015-04-06,"M",59,166,4.65,14.5,7,8,1,76,0.4673,10.811,0.245762711864407
"BT57","BT",2015,2015-04-06,"M",65,180,8.05,17.5,8.3,10,1,92,0.4742,15.921,0.269230769230769
"BT58","BT",2015,2015-04-06,"M",64,85,6.84,17.7,7.8,9,1,0,0.5663,11.877,0.2765625
"BT59","BT",2015,2015-04-06,"M",61,168,6.23,15,6.5,9,1,25,0.5399,NA,0.245901639344262
"BT60","BT",2015,2015-04-06,"M",61,178,5.3,15.5,7.5,7,1,72,0.5614,NA,0.254098360655738
"BT62","BT",2015,2015-04-06,"M",63,197,6.65,16.3,7.2,2,1,5,0.3109,NA,0.258730158730159
"BT63","BT",2015,2015-04-06,"M",54,165,3.96,13.9,6.8,5,1,26,0.448,NA,0.257407407407407
"BVN01","BVN",2017,2017-04-24,"F",53,129,3.22,12.48,5.55,3,1,5,0,3.093,0.235471698113208
"BVN02","BVN",2017,2017-04-24,"F",70,201,6.33,13.15,6.71,4,0,NA,0.171448863636364,0.978,0.187857142857143
"BVN03","BVN",2017,2017-04-24,"M",61,137,5.32,15.5,7.51,7,1,0,0.227950941332708,10.566,0.254098360655738
"BVN04","BVN",2017,2017-04-24,"M",64,166,6.98,16.77,7.58,8,1,64,0.207358441332522,5.031,0.26203125
"BVN05","BVN",2017,2017-04-29,"M",63,185,6.9,16.43,8.14,9,1,61,0.332216136679474,13.669,0.260793650793651
"BVN06","BVN",2017,2017-04-29,"M",69,180,7.89,17.19,8.14,8,1,84,0.639964043993232,18.842,0.249130434782609
"BVN07","BVN",2017,2017-04-29,"M",69,179,7.27,17.07,7.95,9,1,95,0.565516469996085,12.021,0.247391304347826
"BVN08","BVN",2017,2017-04-29,"M",63,134,4.5,13.26,6.1,8,1,65,0.475320035724918,1.12,0.21047619047619
"BVN09","BVN",2017,2017-04-29,"M",60,192,4.92,14.77,7.49,8,0,NA,0.383956336866155,20.478,0.246166666666667
"BVN10","BVN",2017,2017-04-29,"F",53,141,3.18,11.38,5.6,1,1,7,0,1.096,0.214716981132075
"BVN11","BVN",2017,2017-04-29,"F",59,101,4.23,12,6.15,8,1,4,0.0260390585878818,2.318,0.203389830508475
"BVN12","BVN",2017,2017-04-29,"M",67,157,8.68,17.47,8.63,7,1,62,0.465111561866126,13.797,0.260746268656716
"BVN13","BVN",2017,2017-04-29,"M",66,178,6.12,16.44,7.71,7,1,85,0.559287266938126,11.643,0.249090909090909
"BVN14","BVN",2017,2017-04-29,"M",66,171,6.01,15.71,7.06,9,1,62,0.14951768488746,11.71,0.238030303030303
"BVN15","BVN",2017,2017-04-29,"F",61,166,4.86,12.93,5.58,4,0,NA,0.37130738894263,2.838,0.211967213114754
"BVN16","BVN",2017,2017-04-29,"F",60,157,4.76,11.16,6.12,4,1,57,0.397765905779505,12.091,0.186
"BVN17","BVN",2017,2017-04-29,"F",52,83,3.11,12.31,6.19,6,1,11,0.336769480519481,2.378,0.236730769230769
"BVN19","BVN",2017,2017-04-29,"F",60,181,4.99,12.47,5.96,6,0,NA,0.26533985262723,1.107,0.207833333333333
"BVN20","BVN",2017,2017-04-29,"F",57,147,3.77,11.6,5.65,6,1,71,0.0249206092900587,2.125,0.203508771929825
"BVN21","BVN",2017,2017-04-29,"M",64,184,6.46,16.7,7.31,4,1,72,0.182839434437343,14.842,0.2609375
"BVN22","BVN",2018,2018-04-22,"M",66,179,6.73,17.62,8.59,9,1,89,0.307974980453479,17.278,0.266969696969697
"BVN23","BVN",2018,2018-04-22,"M",61,154,5.73,15.83,7.16,3,0,NA,0.0657177188279878,7.634,0.259508196721311
"BVN24","BVN",2018,2018-04-22,"F",63,142,5.09,14.65,7.2,3,1,73,0.221554018094731,1.337,0.232539682539683
"BVN25","BVN",2018,2018-04-22,"F",62,105,4.23,12.01,6.03,1,1,25,0,1.046,0.193709677419355
"BZ01","BZ",2014,2014-04-12,"F",60,156,4.68,12.9,6.2,8,1,70,0.14,0,0.215
"BZ02","BZ",2014,2014-04-12,"F",59,160,5.05,12.5,5.9,9,1,29,0.11,2.622,0.211864406779661
"BZ03","BZ",2014,2014-04-12,"F",58,135,4.33,12.5,5.6,4,0,NA,0.01,1.6,0.21551724137931
"BZ04","BZ",2014,2014-04-12,"M",60,190,5.5,16,7,7,0,NA,0.23,15.471,0.266666666666667
"BZ05","BZ",2014,2014-04-12,"F",58,173,4.45,12.4,6.1,2,0,NA,0.15,0,0.213793103448276
"BZ06","BZ",2014,2014-04-12,"F",58,174,5.05,12.2,6.1,2,0,NA,0.06,1.62,0.210344827586207
"BZ07","BZ",2014,2014-04-12,"F",59,122,4.1,12.6,6,4,1,45,0.1,1.88,0.213559322033898
"BZ08","BZ",2014,2014-04-12,"M",51,138,3.55,12.9,6.4,1,1,68,0.1,2.256,0.252941176470588
"BZ09","BZ",2014,2014-04-12,"M",63,130,6.15,16.3,7.1,8,1,54,0.43,4.21,0.258730158730159
"BZ10","BZ",2014,2014-04-12,"F",52,134,2.89,11.1,5.4,1,1,50,0.01,3.05,0.213461538461538
"BZ11","BZ",2014,2014-04-12,"M",53,174,3.36,12.7,6.1,2,0,NA,0.03,3.98,0.239622641509434
"BZ12","BZ",2014,2014-04-12,"M",66,170,7.1,16.3,7.2,9,1,74,0.35,11.48,0.246969696969697
"BZ13","BZ",2014,2014-04-12,"F",59,163,5.69,12.8,6.5,1,0,NA,0,0,0.216949152542373
"BZ14","BZ",2014,2014-04-12,"M",56,181,4.72,12.8,6.6,9,0,NA,0.03,12.322,0.228571428571429
"BZ15","BZ",2014,2014-04-12,"M",59,157,5.08,14.5,5.8,9,1,62,0.39,11.24,0.245762711864407
"BZ16","BZ",2014,2014-04-12,"M",57,182,5.22,14.5,7.2,6,0,NA,0.31,9.037,0.254385964912281
"BZ17","BZ",2014,2014-04-12,"F",62,70,5.17,13,6.3,7,1,0,0.09,0,0.209677419354839
"BZ18","BZ",2014,2014-04-12,"M",52,165,3.43,12.5,5.8,5,0,NA,0.05,4.01,0.240384615384615
"BZ20","BZ",2014,2014-04-12,"M",54,174,4.09,13,6.2,4,0,NA,0.14,12.879,0.240740740740741
"BZ21","BZ",2014,2014-04-12,"M",52,166,3.78,12.5,6.6,2,0,NA,0.07,2.46,0.240384615384615
"BZ22","BZ",2014,2014-04-12,"M",58,194,4.63,13.8,6.8,7,0,NA,0.19,22.617,0.237931034482759
"BZ23","BZ",2014,2014-04-12,"M",54,105,3.76,13,6.5,4,1,36,0.23,13.46,0.240740740740741
"BZ24","BZ",2014,2014-04-12,"M",60,166,5.58,15.2,7.3,9,1,84,0.25,15.9,0.253333333333333
"BZ25","BZ",2014,2014-04-12,"F",55,157,3.66,12,5.7,3,0,NA,0.12,7.402,0.218181818181818
"BZ26","BZ",2014,2014-04-12,"M",60,185,6.93,15.2,7.4,4,1,84,0.36,17.709,0.253333333333333
"BZ28","BZ",2014,2014-04-12,"F",63,187,6.28,13.4,6.4,8,0,NA,0.31,6.499,0.212698412698413
"BZ29","BZ",2014,2014-04-12,"F",60,182,6.06,13,6.1,5,0,NA,0.05,7.096,0.216666666666667
"BZ30","BZ",2014,2014-04-12,"F",61,183,5.2,13,5.9,9,0,NA,0.31,12.802,0.213114754098361
"BZ31","BZ",2014,2014-04-12,"F",58,170,5.08,12.3,5.7,3,0,NA,0.12,2.29,0.212068965517241
"CA01","CA",2012,2012-04-24,"F",52,137,3.6,11.7,5.6,1,0,NA,0.15,NA,0.225
"CA02","CA",2012,2012-04-24,"F",54,155,4,11.8,5.8,5,0,NA,0.46,4.64,0.218518518518519
"CA04","CA",2012,2012-04-24,"M",55,181,5,14.2,6.2,8,0,NA,0.56,5.18,0.258181818181818
"CA05","CA",2012,2012-04-24,"M",63,184,5.6,16.4,7.9,10,1,89,0.52,12.1,0.26031746031746
"CA06","CA",2012,2012-04-24,"M",63,170,6.2,16.5,7.5,8,1,88,0.58,16.67,0.261904761904762
"CA07","CA",2012,2012-04-24,"M",70,153,7,17.5,8.3,8,1,75,0.55,11.37,0.25
"CA08","CA",2012,2012-04-24,"F",62,154,5,13.1,6.5,7,1,69,0.54,8.125,0.211290322580645
"CA09","CA",2012,2012-04-24,"M",67,186,6.8,15.9,7.8,9,1,65,0.7,NA,0.237313432835821
"CA10","CA",2012,2012-04-24,"F",51,150,3.2,11,4.9,2,0,NA,0.07,3.94,0.215686274509804
"CA11","CA",2012,2012-04-24,"F",62,172,5.6,13.5,5.7,9,0,NA,0.08,2.97,0.217741935483871
"CA12","CA",2012,2012-04-24,"F",50,147,2.8,11.8,5.3,4,0,NA,0.13,1.99,0.236
"CA13","CA",2012,2012-04-24,"F",58,164,4.6,13.1,5.6,7,1,78,0.29,1.57,0.225862068965517
"CA14","CA",2012,2012-04-24,"F",58,135,4,12.5,6.1,9,1,72,0.33,1.03,0.21551724137931
"CA15","CA",2012,2012-04-24,"M",56,153,4.4,13.9,6.7,8,1,70,0.6,5.16,0.248214285714286
"CA16","CA",2012,2012-04-24,"F",60,173,5.4,13.5,5.8,9,0,NA,0.11,8.93,0.225
"CA18","CA",2012,2012-04-24,"M",56,163,5.2,14.6,7.3,7,1,14,0.74,13.71,0.260714285714286
"CA19","CA",2012,2012-04-24,"M",63,192,7.6,16,7.3,9,1,23,0.65,4.98,0.253968253968254
"CA20","CA",2012,2012-04-24,"M",60,149,6,15.8,7.3,8,1,77,0.58,6.68,0.263333333333333
"CA21","CA",2012,2012-04-24,"M",56,170,4.2,14.2,6.4,9,1,53,0.59,5.67,0.253571428571429
"CA22","CA",2012,2012-04-24,"F",53,108,3,11.4,5.3,5,1,40,0.14,1.77,0.215094339622642
"CA23","CA",2012,2012-04-24,"F",58,153,5.4,13.1,5.9,8,1,80,0.56,3.88,0.225862068965517
"CA24","CA",2012,2012-04-24,"F",64,174,5,13.3,6.3,9,1,52,0.67,4.07,0.2078125
"CA25","CA",2012,2012-04-24,"F",52,153,4,11.4,5.6,5,0,NA,0.42,8.06,0.219230769230769
"CA50","CA",2015,2015-04-06,"F",68,183,7.11,13.5,6.9,8,1,60,0.08,16.406,0.198529411764706
"CA51","CA",2015,2015-04-06,"F",63,167,4.9,13.2,6.2,4,1,70,0.15,6.375,0.20952380952381
"CA52","CA",2015,2015-04-06,"M",52,92,3.26,13,6.2,7,1,0,0.25,3.086,0.25
"CA53","CA",2015,2015-04-06,"M",68,152,8.64,17.8,8,9,1,72,0.82,23.806,0.261764705882353
"CA55","CA",2015,2015-04-06,"F",57,124,4.29,12.5,6,2,1,58,0.25,4.278,0.219298245614035
"CA56","CA",2015,2015-04-06,"F",60,137,5.74,13.1,6.7,7,1,65,0.58,7.536,0.218333333333333
"CA57","CA",2015,2015-04-06,"M",67,218,7.72,16.5,7.9,9,1,56,0.49,12.407,0.246268656716418
